AT2G21720	AT2G21720	ArgH (DUF639)	false
AT2G21725	AT2G21725	Defensin-like (DEFL) family protein	false
AT2G21727	AT2G21727	ECA1 gametogenesis family protein (DUF784)	false
AT2G21730	CAD2	cinnamyl alcohol dehydrogenase homolog 2	false
AT2G21740	EC1.2	Egg cell-secreted-like protein (DUF1278)	false
AT2G21750	EC1.3	Egg cell-secreted protein (DUF1278)	false
AT2G21760	AT2G21760	""	false
AT2G21770	CESA9	cellulose synthase A9	false
AT2G21780	AT2G21780	hypothetical protein	false
AT2G21790	RNR1	ribonucleotide reductase 1	false
AT2G21800	EME1A	essential meiotic endonuclease 1A	false
AT2G21810	AT2G21810	Cysteine/Histidine-rich C1 domain family protein	false
AT2G21820	AT2G21820	seed maturation protein	false
AT2G21830	AT2G21830	Cysteine/Histidine-rich C1 domain family protein	false
AT2G21840	AT2G21840	Cysteine/Histidine-rich C1 domain family protein	false
AT2G21850	AT2G21850	Cysteine/Histidine-rich C1 domain family protein	false
AT2G21860	AT2G21860	violaxanthin de-epoxidase-like protein	false
AT2G21870	MGP1	MALE GAMETOPHYTE DEFECTIVE 1	false
AT2G21880	RAB7A	RAB GTPase homolog 7A	false
AT2G21890	CAD3	cinnamyl alcohol dehydrogenase homolog 3	false
AT2G21895	AT2G21895	pseudogene of Egg cell-secreted-like protein (DUF1278)	false
AT2G21900	WRKY59	WRKY DNA-binding protein 59	false
AT2G21905	AT2G21905	pseudogene of ECA1 gametogenesis related family protein	false
AT2G21910	CYP96A5	cytochrome P450, family 96, subfamily A, polypeptide 5	false
AT2G21920	AT2G21920	F-box associated ubiquitination effector family protein	false
AT2G21930	AT2G21930	F-box associated ubiquitination effector family protein	false
AT2G21940	SK1	shikimate kinase 1	false
AT2G21950	SKIP6	SKP1 interacting partner 6	false
AT2G21960	AT2G21960	transmembrane protein	false
AT2G21970	SEP2	stress enhanced protein 2	false
AT2G21980	AT2G21980	HAUS augmin-like complex subunit	false
AT2G21990	AT2G21990	MIZU-KUSSEI-like protein (Protein of unknown function, DUF617)	false
AT2G22000	PROPEP6	elicitor peptide 6 precursor	false
AT2G22010	RKP	related to KPC1	false
AT2G22030	AT2G22030	Galactose oxidase/kelch repeat superfamily protein	false
AT2G22040	LST8-2	Transducin/WD40 repeat-like superfamily protein	false
AT2G22050	AT2G22050	Galactose oxidase/kelch repeat superfamily protein	false
AT2G22055	RALFL15	RALF-like 15	false
AT2G22060	AT2G22060	galactose oxidase/kelch repeat protein	false
AT2G22070	AT2G22070	pentatricopeptide (PPR) repeat-containing protein	false
AT2G22080	AT2G22080	transmembrane protein	false
AT2G22088	AT2G22088	hypothetical protein	false
AT2G22090	UBA1A	RNA-binding (RRM/RBD/RNP motifs) family protein	false
AT2G22100	AT2G22100	RNA-binding (RRM/RBD/RNP motifs) family protein	false
AT2G22110	AT2G22110	tRNA-Val	false
AT2G22120	AT2G22120	RING/FYVE/PHD zinc finger superfamily protein	false
AT2G22121	LCR35	low-molecular-weight cysteine-rich 35	false
AT2G22122	AT2G22122	hypothetical protein	false
AT2G22125	CSI1	binding protein	false
AT2G22140	EME1B	essential meiotic endonuclease 1B	false
AT2G22145	AT2G22145	ECA1 gametogenesis related family protein	false
AT2G22150	AT2G22150	pseudogene of TRAF-like family protein	false
AT2G22155	AT2G22155	ECA1 gametogenesis family protein	false
AT2G22160	AT2G22160	Cysteine proteinases superfamily protein	false
AT2G22170	PLAT2	Lipase/lipooxygenase, PLAT/LH2 family protein	false
AT2G22180	AT2G22180	hydroxyproline-rich glycoprotein family protein	false
AT2G22190	TPPE	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	false
AT2G22200	AT2G22200	Integrase-type DNA-binding superfamily protein	false
AT2G22201	""	""	true
AT2G22210	AT2G22210	transposable_element_gene	false
AT2G22220	AT2G22220	tRNA-Ile	false
AT2G22230	AT2G22230	Thioesterase superfamily protein	false
AT2G22240	MIPS2	myo-inositol-1-phosphate synthase 2	false
AT2G22241	AT2G22241	hypothetical protein	false
AT2G22250	AAT	aspartate aminotransferase	false
AT2G22260	ALKBH2	oxidoreductase, 2OG-Fe(II) oxygenase family protein	false
AT2G22270	AT2G22270	hematological/neurological-like protein	false
AT2G22280	AT2G22280	tRNA-Arg	false
AT2G22290	RABH1d	RAB GTPase homolog H1D	false
AT2G22300	SR1	signal responsive 1	false
AT2G22310	UBP4	ubiquitin-specific protease 4	false
AT2G22320	AT2G22320	hypothetical protein	false
AT2G22330	CYP79B3	cytochrome P450, family 79, subfamily B, polypeptide 3	false
AT2G22335	AT2G22335	pseudogene of cytochrome P450%2C family 79%2C subfamily B%2C polypeptide 3	false
AT2G22340	AT2G22340	transmembrane protein	false
AT2G22345	AT2G22345	Cysteine-rich protein	false
AT2G22350	AT2G22350	transposable_element_gene	false
AT2G22360	AT2G22360	DNAJ heat shock family protein	false
AT2G22370	AT2G22370	mediator of RNA polymerase II transcription subunit	false
AT2G22380	AT2G22380	tRNA-Ile	false
AT2G22390	RABA4E	pseudogene of RAB GTPase homolog A4B	false
AT2G22400	AT2G22400	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	false
AT2G22410	SLO1	SLOW GROWTH 1	false
AT2G22420	AT2G22420	Peroxidase superfamily protein	false
AT2G22425	AT2G22425	Microsomal signal peptidase 12 kDa subunit (SPC12)	false
AT2G22426	AT2G22426	hypothetical protein	false
AT2G22430	HB6	homeobox protein 6	false
AT2G22440	AT2G22440	non-LTR retroelement reverse transcriptase	false
AT2G22450	RIBA2	riboflavin biosynthesis protein	false
AT2G22460	AT2G22460	MIZU-KUSSEI-like protein (Protein of unknown function, DUF617)	false
AT2G22465	AT2G22465	transmembrane protein	false
AT2G22470	AGP2	arabinogalactan protein 2	false
AT2G22475	GEM	GRAM domain family protein	false
AT2G22480	PFK5	phosphofructokinase 5	false
AT2G22482	AT2G22482	""	false
AT2G22490	CYCD2;1	Cyclin D2;1	false
AT2G22496	MIR779A	""	false
AT2G22500	UCP5	uncoupling protein 5	false
AT2G22510	AT2G22510	hydroxyproline-rich glycoprotein family protein	false
AT2G22520	AT2G22520	hypothetical protein	false
AT2G22530	AT2G22530	Alkaline-phosphatase-like family protein	false
AT2G22540	SVP	K-box region and MADS-box transcription factor family protein	false
AT2G22560	NET2D	Kinase interacting (KIP1-like) family protein	false
AT2G22570	NIC1	nicotinamidase 1	false
AT2G22580	AT2G22580	tRNA-Ala	false
AT2G22590	AT2G22590	UDP-Glycosyltransferase superfamily protein	false
AT2G22600	AT2G22600	RNA-binding KH domain-containing protein	false
AT2G22610	AT2G22610	Di-glucose binding protein with Kinesin motor domain-containing protein	false
AT2G22620	AT2G22620	Rhamnogalacturonate lyase family protein	false
AT2G22630	AGL17	AGAMOUS-like 17	false
AT2G22640	BRK1	BRICK1	false
AT2G22650	AT2G22650	FAD-dependent oxidoreductase family protein	false
AT2G22660	AT2G22660	DNA-binding protein, putative (duplicated DUF1399)	false
AT2G22668	MIR405A	""	false
AT2G22670	IAA8	indoleacetic acid-induced protein 8	false
AT2G22680	WAVH1	Zinc finger (C3HC4-type RING finger) family protein	false
AT2G22690	AT2G22690	zinc ion binding protein	false
AT2G22710	AT2G22710	transposable_element_gene	false
AT2G22720	AT2G22720	SPT2 chromatin protein	false
AT2G22730	AT2G22730	Major facilitator superfamily protein	false
AT2G22750	AT2G22750	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	false
AT2G22760	AT2G22760	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	false
AT2G22770	NAI1	basic helix-loop-helix (bHLH) DNA-binding superfamily protein	false
AT2G22780	PMDH1	peroxisomal NAD-malate dehydrogenase 1	false
AT2G22790	AT2G22790	hypothetical protein	false
AT2G22795	AT2G22795	hypothetical protein	false
AT2G22800	HAT9	Homeobox-leucine zipper protein family	false
AT2G22802	""	""	true
AT2G22805	AT2G22805	Defensin-like (DEFL) family protein	false
AT2G22807	AT2G22807	Defensin-like (DEFL) family protein	false
AT2G22810	ACS4	1-aminocyclopropane-1-carboxylate synthase 4	false
AT2G22820	AT2G22820	hypothetical protein	false
AT2G22821	AT2G22821	Natural antisense transcript overlaps with AT2G22820	false
AT2G22830	SQE2	squalene epoxidase 2	false
AT2G22840	GRF1	growth-regulating factor 1	false
AT2G22860	PSK2	phytosulfokine 2 precursor	false
AT2G22870	EMB2001	P-loop containing nucleoside triphosphate hydrolases superfamily protein	false
AT2G22880	AT2G22880	VQ motif-containing protein	false
AT2G22890	AT2G22890	Kua-ubiquitin conjugating enzyme hybrid localization domain-containing protein	false
AT2G22900	AT2G22900	Galactosyl transferase GMA12/MNN10 family protein	false
AT2G22905	AT2G22905	Expressed protein	false
AT2G22910	NAGS1	N-acetyl-l-glutamate synthase 1	false
AT2G22920	SCPL12	serine carboxypeptidase-like 12	false
AT2G22930	AT2G22930	UDP-Glycosyltransferase superfamily protein	false
AT2G22940	AT2G22940	hypothetical protein	false
AT2G22941	AT2G22941	Defensin-like (DEFL) family protein	false
AT2G22942	AT2G22942	growth factor	false
AT2G22950	ACA7	Cation transporter/ E1-E2 ATPase family protein	false
AT2G22955	AT2G22955	Natural antisense transcript overlaps with AT2G22960	false
AT2G22960	AT2G22960	alpha/beta-Hydrolases superfamily protein	false
AT2G22970	SCPL11	serine carboxypeptidase-like 11	false
AT2G22980	SCPL13	serine carboxypeptidase-like 13	false
AT2G22990	SNG1	sinapoylglucose 1	false
AT2G23000	scpl10	serine carboxypeptidase-like 10	false
AT2G23010	SCPL9	serine carboxypeptidase-like 9	false
AT2G23020	AT2G23020	tRNA-Met-i	false
AT2G23030	SNRK2.9	SNF1-related protein kinase 2.9	false
AT2G23050	NPY4	Phototropic-responsive NPH3 family protein	false
AT2G23060	AT2G23060	Acyl-CoA N-acyltransferases (NAT) superfamily protein	false
AT2G23067	AT2G23067	Putative membrane lipoprotein	false
AT2G23070	AT2G23070	Protein kinase superfamily protein	false
AT2G23080	CKA3	Protein kinase superfamily protein	false
AT2G23090	AT2G23090	Uncharacterized protein family SERF	false
AT2G23093	AT2G23093	Major facilitator superfamily protein	false
AT2G23096	P4H13	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	false
AT2G23100	AT2G23100	Cysteine/Histidine-rich C1 domain family protein	false
AT2G23110	AT2G23110	Late embryogenesis abundant protein, group 6	false
AT2G23118	AT2G23118	hypothetical protein	false
AT2G23120	AT2G23120	Late embryogenesis abundant protein, group 6	false
AT2G23130	AGP17	arabinogalactan protein 17	false
AT2G23140	PUB4	RING/U-box superfamily protein with ARM repeat domain-containing protein	false
AT2G23142	AT2G23142	Plant self-incompatibility protein S1 family	false
AT2G23148	AT2G23148	Plant self-incompatibility protein S1 family	false
AT2G23149	""	""	true
AT2G23150	NRAMP3	natural resistance-associated macrophage protein 3	false
AT2G23160	AT2G23160	F-box family protein	false
AT2G23170	GH3.3	Auxin-responsive GH3 family protein	false
AT2G23171	""	""	true
AT2G23180	CYP96A1	cytochrome P450, family 96, subfamily A, polypeptide 1	false
AT2G23190	CYP81D7	cytochrome P450, family 81, subfamily D, polypeptide 7	false
AT2G23200	AT2G23200	Protein kinase superfamily protein	false
AT2G23210	AT2G23210	UDP-Glycosyltransferase superfamily protein	false
AT2G23220	CYP81D6	cytochrome P450, family 81, subfamily D, polypeptide 6	false
AT2G23230	AT2G23230	Terpenoid cyclases/Protein prenyltransferases superfamily protein	false
AT2G23240	AtMT4b	Plant EC metallothionein-like protein, family 15	false
AT2G23250	UGT84B2	UDP-glucosyl transferase 84B2	false
AT2G23260	UGT84B1	UDP-glucosyl transferase 84B1	false
AT2G23270	AT2G23270	transmembrane protein	false
AT2G23290	MYB70	myb domain protein 70	false
AT2G23300	AT2G23300	Leucine-rich repeat protein kinase family protein	false
AT2G23310	ATRER1C1	Rer1 family protein	false
AT2G23320	WRKY15	WRKY DNA-binding protein 15	false
AT2G23321	AT2G23321	hypothetical protein	false
AT2G23330	AT2G23330	transposable_element_gene	false
AT2G23340	DEAR3	DREB and EAR motif protein 3	false
AT2G23347	MIR844A	""	false
AT2G23348	AT2G23348	transmembrane protein	false
AT2G23350	PAB4	poly(A) binding protein 4	false
AT2G23360	AT2G23360	filament-like protein (DUF869)	false
AT2G23370	AT2G23370	cyclin delta-3	false
AT2G23380	CLF	SET domain-containing protein	false
AT2G23390	AT2G23390	acyl-CoA	false
AT2G23400	AT2G23400	Undecaprenyl pyrophosphate synthetase family protein	false
AT2G23410	CPT	cis-prenyltransferase	false
AT2G23420	NAPRT2	nicotinate phosphoribosyltransferase 2	false
AT2G23430	ICK1	Cyclin-dependent kinase inhibitor family protein	false
AT2G23440	AT2G23440	transmembrane protein	false
AT2G23445	AT2G23445	hypothetical protein	false
AT2G23450	AT2G23450	Protein kinase superfamily protein	false
AT2G23460	XLG1	extra-large G-protein 1	false
AT2G23470	RUS4	root UVB sensitive protein (Protein of unknown function, DUF647)	false
AT2G23480	AT2G23480	transposable_element_gene	false
AT2G23490	AT2G23490	transposable_element_gene	false
AT2G23500	AT2G23500	transposable_element_gene	false
AT2G23510	SDT	spermidine disinapoyl acyltransferase	false
AT2G23520	AT2G23520	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	false
AT2G23530	AT2G23530	Zinc-finger domain of monoamine-oxidase A repressor R1	false
AT2G23540	AT2G23540	GDSL-like Lipase/Acylhydrolase superfamily protein	false
AT2G23550	MES6	methyl esterase 6	false
AT2G23560	MES7	methyl esterase 7	false
AT2G23570	MES19	methyl esterase 19	false
AT2G23580	MES4	methyl esterase 4	false
AT2G23590	MES8	methyl esterase 8	false
AT2G23600	ACL	acetone-cyanohydrin lyase	false
AT2G23610	MES3	methyl esterase 3	false
AT2G23620	MES1	methyl esterase 1	false
AT2G23630	sks16	SKU5 similar 16	false
AT2G23640	RTNLB13	Reticulan like protein B13	false
AT2G23650	AT2G23650	tRNA-Met-i	false
AT2G23660	LBD10	LOB domain-containing protein 10	false
AT2G23670	YCF37	homolog of Synechocystis YCF37	false
AT2G23672	AT2G23672	Natural antisense transcript overlaps with AT2G23670	false
AT2G23673	AT2G23673	pseudogene of Cold acclimation protein WCOR413 family	false
AT2G23680	AT2G23680	Cold acclimation protein WCOR413 family	false
AT2G23690	AT2G23690	HTH-type transcriptional regulator	false
AT2G23700	AT2G23700	Itga6 (Protein of unknown function, DUF547)	false
AT2G23710	AT2G23710	transposable_element_gene	false
AT2G23720	AT2G23720	transposable_element_gene	false
AT2G23740	SUVR5	histone-lysine N-methyltransferase SUVR5	false
AT2G23755	AT2G23755	transmembrane family 220 helix protein	false
AT2G23760	BLH4	BEL1-like homeodomain 4	false
AT2G23770	LYK4	protein kinase family protein / peptidoglycan-binding LysM domain-containing protein	false
AT2G23780	AT2G23780	RING/U-box superfamily protein	false
AT2G23790	AT2G23790	calcium uniporter (DUF607)	false
AT2G23800	GGPS2	geranylgeranyl pyrophosphate synthase 2	false
AT2G23808	AT2G23808	pseudogene of AP2/B3-like transcriptional factor family protein	false
AT2G23810	TET8	tetraspanin8	false
AT2G23820	AT2G23820	Metal-dependent phosphohydrolase	false
AT2G23830	AT2G23830	PapD-like superfamily protein	false
AT2G23834	AT2G23834	hypothetical protein	false
AT2G23840	AT2G23840	HNH endonuclease	false
AT2G23850	AT2G23850	pseudogene of uricase / urate oxidase / nodulin 35	false
AT2G23860	AT2G23860	pseudogene of PapD-like superfamily protein	false
AT2G23870	AT2G23870	pseudogene of Terpenoid cyclases family protein	false
AT2G23880	AT2G23880	transposable_element_gene	false
AT2G23890	AT2G23890	HAD-superfamily hydrolase, subfamily IG, 5'-nucleotidase	false
AT2G23900	AT2G23900	Pectin lyase-like superfamily protein	false
AT2G23910	AT2G23910	NAD(P)-binding Rossmann-fold superfamily protein	false
AT2G23920	""	""	true
AT2G23930	SNRNP-G	Putative small nuclear ribonucleoprotein G	false
AT2G23940	AT2G23940	transmembrane protein (DUF788)	false
AT2G23945	AT2G23945	Eukaryotic aspartyl protease family protein	false
AT2G23950	AT2G23950	Leucine-rich repeat protein kinase family protein	false
AT2G23960	AT2G23960	Class I glutamine amidotransferase-like superfamily protein	false
AT2G23970	AT2G23970	Class I glutamine amidotransferase-like superfamily protein	false
AT2G23980	CNGC6	cyclic nucleotide-gated channel 6	false
AT2G23985	AT2G23985	hypothetical protein	false
AT2G23987	AT2G23987	transmembrane protein	false
AT2G23990	ENODL11	early nodulin-like protein 11	false
AT2G24000	scpl22	serine carboxypeptidase-like 22	false
AT2G24010	scpl23	serine carboxypeptidase-like 23	false
AT2G24020	AT2G24020	Putative BCR, YbaB family COG0718	false
AT2G24030	AT2G24030	zinc ion binding / nucleic acid binding protein	false
AT2G24040	AT2G24040	Low temperature and salt responsive protein family	false
AT2G24050	eIFiso4G2	MIF4G domain-containing protein / MA3 domain-containing protein	false
AT2G24060	AT2G24060	Translation initiation factor 3 protein	false
AT2G24070	QWRF4	QWRF motif protein (DUF566)	false
AT2G24080	AT2G24080	F-box protein (DUF295)	false
AT2G24090	PRPL35	Ribosomal protein L35	false
AT2G24100	ASG1	ATP-dependent DNA helicase	false
AT2G24103	MIR831A	""	false
AT2G24110	AT2G24110	pseudogene of ribosomal protein S11-beta	false
AT2G24120	SCA3	DNA/RNA polymerases superfamily protein	false
AT2G24130	AT2G24130	Leucine-rich receptor-like protein kinase family protein	false
AT2G24140	AT2G24140	myosin-J heavy chain-like protein (Protein of unknown function, DUF593)	false
AT2G24150	HHP3	heptahelical protein 3	false
AT2G24160	AT2G24160	pseudogene of receptor like protein 37	false
AT2G24165	AT2G24165	pseudogene of receptor like protein 30	false
AT2G24170	AT2G24170	Endomembrane protein 70 protein family	false
AT2G24180	CYP71B6	cytochrome p450 71b6	false
AT2G24190	SDR2	NAD(P)-binding Rossmann-fold superfamily protein	false
AT2G24195	AT2G24195	transmembrane protein	false
AT2G24200	LAP1	Cytosol aminopeptidase family protein	false
AT2G24205	AT2G24205	ECA1 gametogenesis related family protein	false
AT2G24210	TPS10	terpene synthase 10	false
AT2G24220	PUP5	purine permease 5	false
AT2G24230	AT2G24230	Leucine-rich repeat protein kinase family protein	false
AT2G24240	AT2G24240	BTB/POZ domain with WD40/YVTN repeat-like protein	false
AT2G24250	AT2G24250	LOW protein: F-box/kelch-repeat protein (DUF295)	false
AT2G24255	AT2G24255	LOW protein: F-box/kelch-repeat protein	false
AT2G24260	LRL1	LJRHL1-like 1	false
AT2G24270	ALDH11A3	aldehyde dehydrogenase 11A3	false
AT2G24280	AT2G24280	alpha/beta-Hydrolases superfamily protein	false
AT2G24285	AT2G24285	zinc finger, C3HC4 type (RING finger) family protein	false
AT2G24290	AT2G24290	ubiquitin-associated protein (DUF1068)	false
AT2G24300	AT2G24300	Calmodulin-binding protein	false
AT2G24310	AT2G24310	TPRXL	false
AT2G24320	AT2G24320	alpha/beta-Hydrolases superfamily protein	false
AT2G24330	AT2G24330	integral membrane metal-binding family protein (DUF2296)	false
AT2G24340	AT2G24340	sequence-specific DNA binding transcription factor	false
AT2G24350	AT2G24350	RNA binding (RRM/RBD/RNP motifs) family protein	false
AT2G24360	AT2G24360	Protein kinase superfamily protein	false
AT2G24370	AT2G24370	kinase with adenine nucleotide alpha hydrolases-like domain-containing protein	false
AT2G24380	AT2G24380	tRNA-Arg	false
AT2G24390	AT2G24390	AIG2-like (avirulence induced gene) family protein	false
AT2G24395	AT2G24395	chaperone protein dnaJ-like protein	false
AT2G24400	AT2G24400	SAUR-like auxin-responsive protein family	false
AT2G24410	AT2G24410	SMAD/FHA domain protein	false
AT2G24420	AT2G24420	DNA repair ATPase-like protein	false
AT2G24430	NAC038	NAC domain containing protein 38	false
AT2G24440	AT2G24440	selenium binding protein	false
AT2G24450	FLA3	FASCICLIN-like arabinogalactan protein 3 precursor	false
AT2G24460	AT2G24460	C3HC4-type RING finger protein	false
AT2G24470	AT2G24470	filament-like protein (DUF869)	false
AT2G24480	AT2G24480	Zinc finger, C3HC4 type (RING finger) family protein	false
AT2G24500	FZF	Zinc finger protein 622	false
AT2G24510	AT2G24510	F-box associated ubiquitination effector family protein	false
AT2G24513	""	""	true
AT2G24520	HA5	plasma membrane H -ATPase	false
AT2G24530	AT2G24530	transcriptional regulator of RNA polII, SAGA, subunit	false
AT2G24535	AT2G24535	hypothetical protein	false
AT2G24540	AFR	Galactose oxidase/kelch repeat superfamily protein	false
AT2G24545	AT2G24545	Natural antisense transcript overlaps with AT2G24540	false
AT2G24550	AT2G24550	major centromere autoantigen B-like protein	false
AT2G24560	AT2G24560	GDSL-like Lipase/Acylhydrolase family protein	false
AT2G24570	WRKY17	WRKY DNA-binding protein 17	false
AT2G24580	AT2G24580	FAD-dependent oxidoreductase family protein	false
AT2G24590	RSZ22a	RNA recognition motif and CCHC-type zinc finger domains containing protein	false
AT2G24592	AT2G24592	hypothetical protein	false
AT2G24600	AT2G24600	Ankyrin repeat family protein	false
AT2G24610	CNGC14	cyclic nucleotide-gated channel 14	false
AT2G24615	AT2G24615	Defensin-like (DEFL) family protein	false
AT2G24617	AT2G24617	hypothetical protein	false
AT2G24620	AT2G24620	S-locus glycoprotein family protein	false
AT2G24625	AT2G24625	Defensin-like (DEFL) family protein	false
AT2G24630	ATCSLC08	Glycosyl transferase family 2 protein	false
AT2G24640	UBP19	ubiquitin-specific protease 19	false
AT2G24645	AT2G24645	Transcriptional factor B3 family protein	false
AT2G24650	AT2G24650	B3 domain-containing protein REM13	false
AT2G24660	AT2G24660	transposable_element_gene	false
AT2G24670	AT2G24670	B3 domain protein (DUF313)	false
AT2G24680	AT2G24680	transcriptional factor B3 family protein	false
AT2G24681	AT2G24681	AP2/B3-like transcriptional factor family protein	false
AT2G24683	AT2G24683	hypothetical protein	false
AT2G24690	AT2G24690	Transcriptional factor B3 family protein	false
AT2G24692	AT2G24692	BTB/POZ domain protein	false
AT2G24693	AT2G24693	Protein of unknown function (PD694200)	false
AT2G24696	AT2G24696	transcriptional factor B3 family protein	false
AT2G24700	AT2G24700	Transcriptional factor B3 family protein	false
AT2G24710	GLR2.3	glutamate receptor 2.3	false
AT2G24720	GLR2.2	glutamate receptor 2.2	false
AT2G24730	AT2G24730	pseudogene of Ribosomal protein L4/L1 family	false
AT2G24735	AT2G24735	""	false
AT2G24740	SDG21	SET domain group 21	false
AT2G24748	AT2G24748	pseudogene of transcriptional factor B3 family protein	false
AT2G24750	AT2G24750	pseudogene of glutamate receptor 2.2	false
AT2G24755	AT2G24755	Natural antisense transcript overlaps with AT2G24750 and AT2G24760	false
AT2G24760	AT2G24760	transposable_element_gene	false
AT2G24761	AT2G24761	pseudogene of Plant self-incompatibility protein S1 family	false
AT2G24762	GDU4	glutamine dumper 4	false
AT2G24765	ARF3	ADP-ribosylation factor 3	false
AT2G24780	AT2G24780	hypothetical protein	false
AT2G24790	COL3	CONSTANS-like 3	false
AT2G24791	AT2G24791	pseudogene of RNA-directed DNA polymerase (reverse transcriptase)-related family protein	false
AT2G24800	AT2G24800	Peroxidase superfamily protein	false
AT2G24810	AT2G24810	Pathogenesis-related thaumatin superfamily protein	false
AT2G24820	TIC55-II	translocon at the inner envelope membrane of chloroplasts 55-II	false
AT2G24830	AT2G24830	zinc finger (CCCH-type) family protein / D111/G-patch domain-containing protein	false
AT2G24834	""	""	true
AT2G24840	AGL61	AGAMOUS-like 61	false
AT2G24850	TAT3	tyrosine aminotransferase 3	false
AT2G24860	AT2G24860	DnaJ/Hsp40 cysteine-rich domain superfamily protein	false
AT2G24870	AT2G24870	Plant self-incompatibility protein S1 family	false
AT2G24880	AT2G24880	Plant self-incompatibility protein S1 family	false
AT2G24890	AT2G24890	transposable_element_gene	false
AT2G24900	AT2G24900	transposable_element_gene	false
AT2G24910	AT2G24910	transposable_element_gene	false
AT2G24915	AT2G24915	transposable_element_gene	false
AT2G24920	AT2G24920	transposable_element_gene	false
AT2G24930	AT2G24930	transposable_element_gene	false
AT2G24940	MAPR2	membrane-associated progesterone binding protein 2	false
AT2G24945	AT2G24945	transmembrane protein	false
AT2G24950	AT2G24950	transmembrane protein, putative (DUF239)	false
AT2G24960	AT2G24960	Myb/SANT-like DNA-binding domain protein	false
AT2G24970	AT2G24970	spindle/kinetochore-associated protein	false
AT2G24980	EXT6	Proline-rich extensin-like family protein	false
AT2G24990	AT2G24990	Serine/threonine-protein kinase Rio1	false
AT2G25000	WRKY60	WRKY DNA-binding protein 60	false
AT2G25010	AT2G25010	Aminotransferase-like, plant mobile domain family protein	false
AT2G25011	MIR836A	""	false
AT2G25015	AT2G25015	pseudogene of DNA repair protein-like protein	false
AT2G25020	AT2G25020	pseudogene of DNA repair protein-like protein	false
AT2G25025	AT2G25025	pseudogene of AGAMOUS-like 28	false
AT2G25030	AT2G25030	pseudogene of casein lytic proteinase B4	false
AT2G25040	AT2G25040	pseudogene of casein lytic proteinase B4	false
AT2G25050	AT2G25050	actin-binding FH2 (formin 2) family protein	false
AT2G25052	""	""	true
AT2G25055	AT2G25055	hypothetical protein	false
AT2G25060	ENODL14	early nodulin-like protein 14	false
AT2G25070	AT2G25070	Protein phosphatase 2C family protein	false
AT2G25080	GPX1	glutathione peroxidase 1	false
AT2G25090	CIPK16	CBL-interacting protein kinase 16	false
AT2G25095	MIR156A	""	false
AT2G25100	AT2G25100	Polynucleotidyl transferase, ribonuclease H-like superfamily protein	false
AT2G25110	SDF2	stromal cell-derived factor 2-like protein precursor	false
AT2G25120	AT2G25120	Bromo-adjacent homology (BAH) domain-containing protein	false
AT2G25125	AT2G25125	hypothetical protein	false
AT2G25130	AT2G25130	ARM repeat superfamily protein	false
AT2G25140	CLPB4	casein lytic proteinase B4	false
AT2G25150	AT2G25150	HXXXD-type acyl-transferase family protein	false
AT2G25160	CYP82F1	cytochrome P450, family 82, subfamily F, polypeptide 1	false
AT2G25169	AT2G25169	transmembrane protein	false
AT2G25170	PKL	chromatin remodeling factor CHD3 (PICKLE)	false
AT2G25171	MIR862A	""	false
AT2G25180	RR12	response regulator 12	false
AT2G25185	AT2G25185	Defensin-like (DEFL) family protein	false
AT2G25190	AT2G25190	PPPDE putative thiol peptidase family protein	false
AT2G25200	AT2G25200	hypothetical protein (DUF868)	false
AT2G25215	AT2G25215	hypothetical protein	false
AT2G25220	AT2G25220	Protein kinase superfamily protein	false
AT2G25230	MYB100	myb domain protein 100	false
AT2G25240	CCP3	Serine protease inhibitor (SERPIN) family protein	false
AT2G25250	AT2G25250	serine/arginine repetitive matrix-like protein	false
AT2G25255	AT2G25255	pseudogene of Defensin-like (DEFL) family protein	false
AT2G25260	AT2G25260	Hyp O-arabinosyltransferase-like protein	false
AT2G25270	AT2G25270	transmembrane protein	false
AT2G25280	AT2G25280	AmmeMemoRadiSam system protein B	false
AT2G25290	Phox1	Octicosapeptide/Phox/Bem1p (PB1) domain-containing protein / tetratricopeptide repeat (TPR)-containing protein	false
AT2G25295	LCR81	low-molecular-weight cysteine-rich 81	false
AT2G25297	AT2G25297	transmembrane protein	false
AT2G25300	AT2G25300	Galactosyltransferase family protein	false
AT2G25305	AT2G25305	Putative membrane lipoprotein	false
AT2G25310	AT2G25310	ER membrane protein complex subunit-like protein (DUF2012)	false
AT2G25312	AT2G25312	ECA1 gametogenesis related family protein	false
AT2G25320	AT2G25320	TRAF-like family protein	false
AT2G25330	AT2G25330	TRAF-like family protein	false
AT2G25340	VAMP712	vesicle-associated membrane protein 712	false
AT2G25344	LCR14	low-molecular-weight cysteine-rich 14	false
AT2G25350	AT2G25350	Phox (PX) domain-containing protein	false
AT2G25355	AT2G25355	PNAS-3-like protein	false
AT2G25360	AT2G25360	RING/U-box superfamily protein	false
AT2G25370	AT2G25370	RING/U-box superfamily protein	false
AT2G25380	AT2G25380	pseudogene of RING/U-box superfamily protein	false
